organisationCapability,organisationId,itemId,detailedItemId,capabilityType,validationDate,sectorMappingId
OC-011464,001ON00000OCSCO,ITM-006232,DITM-000439,Parts Supplier,2025-03-01,SM-000408
OC-011461,001ON00000OCSCD,ITM-006232,DITM-000439,Manufacturer,2025-03-01,SM-000408
OC-011473,001ON00000OCSD0,ITM-006232,DITM-000439,Service Provider,2025-03-01,SM-000408
OC-011467,001ON00000OCSDU,ITM-006232,DITM-000439,Parts Supplier,2025-03-01,SM-000408
OC-011399,0015K000004HAUO,ITM-008505,DITM-000438,Item Supplier,2025-03-01,SM-000407
OC-011435,0015K000004MVUH,ITM-008505,DITM-000438,Parts Supplier,2025-03-01,SM-000407
OC-011394,0017F00001UEISB,ITM-008505,DITM-000438,Assembler,2025-03-01,SM-000407
OC-006740,0017F00001UEJ9O,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011422,0017F00001UEJ9O,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011443,0017F00001UEJDA,ITM-008505,DITM-000438,Service Provider,2025-03-01,SM-000407
OC-011448,0017F00001UEJRY,ITM-008505,DITM-000438,Service Provider,2025-03-01,SM-000407
OC-006737,0019S000003MPQR,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011419,0019S000003MPQR,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011397,0019S000004U54R,ITM-008505,DITM-000438,Assembler,2025-03-01,SM-000407
OC-011403,0019S000004X5MD,ITM-008505,DITM-000438,Item Supplier,2025-03-01,SM-000407
OC-006735,0019S0000064AAL,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011417,0019S0000064AAL,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011395,0019S0000065J6O,ITM-008505,DITM-000438,Assembler,2025-03-01,SM-000407
OC-006739,001ON000001FIOD,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011421,001ON000001FIOD,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-006733,001ON000003FHNL,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011415,001ON000003FHNL,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-006729,001ON000009XZ7X,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011411,001ON000009XZ7X,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-006731,001ON00000ALLXC,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011413,001ON00000ALLXC,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011407,001ON00000AN8MT,ITM-008505,DITM-000438,Item Supplier,2025-03-01,SM-000407
OC-011401,001ON00000AS3BJ,ITM-008505,DITM-000438,Item Supplier,2025-03-01,SM-000407
OC-006751,001ON00000BDQ2U,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011433,001ON00000BDQ2U,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011439,001ON00000BDRLQ,ITM-008505,DITM-000438,Parts Supplier,2025-03-01,SM-000407
OC-006741,001ON00000DQ2EG,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011423,001ON00000DQ2EG,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-006750,001ON00000ES4K4,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011432,001ON00000ES4K4,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011404,001ON00000GYBKR,ITM-008505,DITM-000438,Item Supplier,2025-03-01,SM-000407
OC-006742,001ON00000ILTFX,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011424,001ON00000ILTFX,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-006743,001ON00000JFZXU,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011425,001ON00000JFZXU,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011445,001ON00000JFA3T,ITM-008505,DITM-000438,Service Provider,2025-03-01,SM-000407
OC-011437,001ON00000JFA8B,ITM-008505,DITM-000438,Parts Supplier,2025-03-01,SM-000407
OC-011396,001ON00000OCSBL,ITM-008505,DITM-000438,Assembler,2025-03-01,SM-000407
OC-011398,001ON00000OCSBM,ITM-008505,DITM-000438,Assembler,2025-03-01,SM-000407
OC-011414,001ON00000OCSBN,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011400,001ON00000OCSBO,ITM-008505,DITM-000438,Item Supplier,2025-03-01,SM-000407
OC-011402,001ON00000OCSBP,ITM-008505,DITM-000438,Item Supplier,2025-03-01,SM-000407
OC-011405,001ON00000OCSBQ,ITM-008505,DITM-000438,Item Supplier,2025-03-01,SM-000407
OC-011416,001ON00000OCSBS,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011420,001ON00000OCSBT,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011434,001ON00000OCSBZ,ITM-008505,DITM-000438,Parts Supplier,2025-03-01,SM-000407
OC-011440,001ON00000OCSC0,ITM-008505,DITM-000438,Parts Supplier,2025-03-01,SM-000407
OC-011442,001ON00000OCSC1,ITM-008505,DITM-000438,Service Provider,2025-03-01,SM-000407
OC-011447,001ON00000OCSC2,ITM-008505,DITM-000438,Service Provider,2025-03-01,SM-000407
OC-011418,001ON00000OCSCA,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011436,001ON00000OCSCM,ITM-008505,DITM-000438,Parts Supplier,2025-03-01,SM-000407
OC-011438,001ON00000OCSCO,ITM-008505,DITM-000438,Parts Supplier,2025-03-01,SM-000407
OC-011444,001ON00000OCSCU,ITM-008505,DITM-000438,Service Provider,2025-03-01,SM-000407
OC-011446,001ON00000OCSCA,ITM-008505,DITM-000438,Service Provider,2025-03-01,SM-000407
OC-011406,001ON00000OCSCJ,ITM-008505,DITM-000438,Item Supplier,2025-03-01,SM-000407
OC-011408,001ON00000OCSDJ,ITM-008505,DITM-000438,Item Supplier,2025-03-01,SM-000407
OC-011409,001ON00000OCSDK,ITM-008505,DITM-000438,Item Supplier,2025-03-01,SM-000407
OC-011410,001ON00000OCSDL,ITM-008505,DITM-000438,Item Supplier,2025-03-01,SM-000407
OC-011412,001ON00000OCSDM,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011426,001ON00000OCSDN,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011427,001ON00000OCSDO,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011428,001ON00000OCSDP,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011429,001ON00000OCSDQ,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011430,001ON00000OCSDR,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011431,001ON00000OCSDS,ITM-008505,DITM-000438,Manufacturer,2025-03-01,SM-000407
OC-011441,001ON00000OCSDT,ITM-008505,DITM-000438,Parts Supplier,2025-03-01,SM-000407
OC-011322,0015K000004HAUO,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011364,0015K000004MVUH,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-006725,0017F00001UEIMR,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011357,0017F00001UEIMR,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-006708,0017F00001UEISB,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011340,0017F00001UEISB,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011381,0017F00001UEJDA,ITM-008441,DITM-000437,Service Provider,2025-03-01,SM-000406
OC-011393,0017F00001UEJRY,ITM-008441,DITM-000437,Service Provider,2025-03-01,SM-000406
OC-006713,0019S000004U54R,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011345,0019S000004U54R,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011326,0019S000004X5MD,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-006721,0019S000004GYQL,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011353,0019S000004GYQL,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011384,0019S000005YMXA,ITM-008441,DITM-000437,Service Provider,2025-03-01,SM-000406
OC-006718,0019S0000064AAL,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011350,0019S0000064AAL,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-006709,0019S0000065J6O,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011341,0019S0000065J6O,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011370,0019S0000068HTM,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011367,0019S000007HTTP,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-006722,001ON000001VOGH,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011354,001ON000001VOGH,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011371,001ON000002GJCI,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-006707,001ON000003QTWA,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011339,001ON000003QTWA,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-006716,001ON000003FHNL,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011348,001ON000003FHNL,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-006712,001ON000009MWLI,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011344,001ON000009MWLI,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011332,001ON00000AN8MT,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-006710,001ON00000APXZ5,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011342,001ON00000APXZ5,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011324,001ON00000AS3BJ,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011386,001ON00000AXDQC,ITM-008441,DITM-000437,Service Provider,2025-03-01,SM-000406
OC-011385,001ON00000AXDQC,ITM-008441,DITM-000437,Service Provider,2025-03-01,SM-000406
OC-011361,001ON00000BDJZO,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011390,001ON00000CS9NR,ITM-008441,DITM-000437,Service Provider,2025-03-01,SM-000406
OC-011328,001ON00000GYBKR,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011375,001ON00000IQCNA,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-006720,001ON00000JFZKF,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011352,001ON00000JFZKF,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-006726,001ON00000JFZXZ,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011358,001ON00000JFZXZ,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011387,001ON00000JFA3T,ITM-008441,DITM-000437,Service Provider,2025-03-01,SM-000406
OC-011363,001ON00000JFAAE,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011368,001ON00000JFAT4,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011343,001ON00000OCSBL,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011346,001ON00000OCSBM,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011347,001ON00000OCSBN,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011323,001ON00000OCSBO,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011325,001ON00000OCSBP,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011329,001ON00000OCSBQ,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011349,001ON00000OCSBS,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011362,001ON00000OCSBZ,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011380,001ON00000OCSC1,ITM-008441,DITM-000437,Service Provider,2025-03-01,SM-000406
OC-011392,001ON00000OCSC2,ITM-008441,DITM-000437,Service Provider,2025-03-01,SM-000406
OC-011382,001ON00000OCSC3,ITM-008441,DITM-000437,Service Provider,2025-03-01,SM-000406
OC-011327,001ON00000OCSC5,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011333,001ON00000OCSC6,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011334,001ON00000OCSC8,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011330,001ON00000OCSC9,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011351,001ON00000OCSCA,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011369,001ON00000OCSCM,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011383,001ON00000OCSCU,ITM-008441,DITM-000437,Service Provider,2025-03-01,SM-000406
OC-011389,001ON00000OCSCV,ITM-008441,DITM-000437,Service Provider,2025-03-01,SM-000406
OC-011356,001ON00000OCSCX,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011391,001ON00000OCSCY,ITM-008441,DITM-000437,Service Provider,2025-03-01,SM-000406
OC-011365,001ON00000OCSCZ,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011331,001ON00000OCSCJ,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011355,001ON00000OCSCU,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011366,001ON00000OCSCW,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011388,001ON00000OCSCY,ITM-008441,DITM-000437,Service Provider,2025-03-01,SM-000406
OC-011335,001ON00000OCSD6,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011336,001ON00000OCSD7,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011337,001ON00000OCSD8,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011338,001ON00000OCSD9,ITM-008441,DITM-000437,Item Supplier,2025-03-01,SM-000406
OC-011359,001ON00000OCSDA,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011360,001ON00000OCSDB,ITM-008441,DITM-000437,Manufacturer,2025-03-01,SM-000406
OC-011372,001ON00000OCSDC,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011373,001ON00000OCSDD,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011374,001ON00000OCSDE,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011376,001ON00000OCSDF,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011377,001ON00000OCSDG,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011378,001ON00000OCSDH,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011379,001ON00000OCSDI,ITM-008441,DITM-000437,Parts Supplier,2025-03-01,SM-000406
OC-011209,0015K000004HAUO,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-006642,0015K000004M2QJ,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011256,0015K000004M2QJ,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011263,0015K000004MVUH,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-006641,0015M000003CHSJ,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011255,0015M000003CHSJ,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-006618,0017F00001UEISB,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011232,0017F00001UEISB,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011274,0017F00001UEJDA,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011295,0017F00001UEJRY,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011205,0019S000004U54R,ITM-009611,DITM-000436,Assembler,2025-03-01,SM-000404
OC-011208,0019S000004X5MD,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-006629,0019S000004GYQL,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011243,0019S000004GYQL,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011292,0019S000005BPOG,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-006633,0019S000005CL7E,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011247,0019S000005CL7E,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011280,0019S000005YMXA,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-006625,0019S0000064AAL,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011239,0019S0000064AAL,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-006620,0019S0000065J6O,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011234,0019S0000065J6O,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011269,0019S000007HTTP,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011225,001ON000001OH9Z,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-006636,001ON000001VOGH,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011250,001ON000001VOGH,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-006623,001ON000003FHNL,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011237,001ON000003FHNL,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011223,001ON000004LNQL,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-006632,001ON000009MUEB,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011246,001ON000009MUEB,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-006616,001ON00000ALTJY,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011230,001ON00000ALTJY,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011229,001ON00000AMCE4,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-006621,001ON00000AN8MT,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011235,001ON00000AN8MT,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-006628,001ON00000APXZ5,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011242,001ON00000APXZ5,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011211,001ON00000AS3BJ,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011282,001ON00000AXDQC,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011277,001ON00000AXDQC,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011265,001ON00000BVFFC,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011293,001ON00000BEWYT,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011214,001ON00000GYBKR,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011285,001ON00000J5QQP,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-006627,001ON00000JFZKF,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011241,001ON00000JFZKF,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011268,001ON00000JFZPH,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011206,001ON00000JFZRH,ITM-009611,DITM-000436,Assembler,2025-03-01,SM-000404
OC-011276,001ON00000JFZV8,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011220,001ON00000JFZX1,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011260,001ON00000JFZX3,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011283,001ON00000JFA3T,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011261,001ON00000JFA8B,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011258,001ON00000JFAAE,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011270,001ON00000JFASA,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011271,001ON00000JFAT4,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011272,001ON00000JFAZA,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011233,001ON00000OCSBM,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011236,001ON00000OCSBN,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011210,001ON00000OCSBO,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011212,001ON00000OCSBP,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011215,001ON00000OCSBQ,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011238,001ON00000OCSBS,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011257,001ON00000OCSBZ,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011273,001ON00000OCSC1,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011294,001ON00000OCSC2,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011275,001ON00000OCSC3,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011213,001ON00000OCSC5,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011216,001ON00000OCSC7,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011217,001ON00000OCSC9,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011240,001ON00000OCSCA,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011231,001ON00000OCSCB,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011244,001ON00000OCSCF,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011245,001ON00000OCSCH,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011259,001ON00000OCSCL,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011262,001ON00000OCSCO,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011264,001ON00000OCSCR,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011278,001ON00000OCSCT,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011279,001ON00000OCSCU,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011281,001ON00000OCSCX,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011266,001ON00000OCSCZ,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011296,001ON00000OCSCB,ITM-009611,DITM-000436,Wholesaler,2025-03-01,SM-000404
OC-011207,001ON00000OCSCH,ITM-009611,DITM-000436,Assembler,2025-03-01,SM-000404
OC-011218,001ON00000OCSCI,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011219,001ON00000OCSCJ,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011221,001ON00000OCSCK,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011222,001ON00000OCSCL,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011224,001ON00000OCSCM,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011226,001ON00000OCSCN,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011227,001ON00000OCSCO,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011228,001ON00000OCSCP,ITM-009611,DITM-000436,Item Supplier,2025-03-01,SM-000404
OC-011248,001ON00000OCSCQ,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011249,001ON00000OCSCR,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011251,001ON00000OCSCS,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011252,001ON00000OCSCT,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011253,001ON00000OCSCU,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011254,001ON00000OCSCV,ITM-009611,DITM-000436,Manufacturer,2025-03-01,SM-000404
OC-011267,001ON00000OCSCW,ITM-009611,DITM-000436,Parts Supplier,2025-03-01,SM-000404
OC-011284,001ON00000OCSCX,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011286,001ON00000OCSCY,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011287,001ON00000OCSCZ,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011288,001ON00000OCSD0,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011289,001ON00000OCSD1,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
OC-011290,001ON00000OCSD2,ITM-009611,DITM-000436,Service Provider,2025-03-01,SM-000404
