organisationCapability,organisationId,itemId,detailedItemId,capabilityType,validationDate,sectorMappingId
OC-011656,001ON00000OCSBO,ITM-008450,DITM-000444,Item Supplier,2025-03-01,SM-000413
OC-011658,001ON00000OCSBP,ITM-008450,DITM-000444,Item Supplier,2025-03-01,SM-000413
OC-011659,001ON00000OCSBQ,ITM-008450,DITM-000444,Item Supplier,2025-03-01,SM-000413
OC-011686,001ON00000OCSBR,ITM-008450,DITM-000444,Manufacturer,2025-03-01,SM-000413
OC-011674,001ON00000OCSBS,ITM-008450,DITM-000444,Manufacturer,2025-03-01,SM-000413
OC-011693,001ON00000OCSBZ,ITM-008450,DITM-000444,Parts Supplier,2025-03-01,SM-000413
OC-011699,001ON00000OCSC0,ITM-008450,DITM-000444,Parts Supplier,2025-03-01,SM-000413
OC-011706,001ON00000OCSC1,ITM-008450,DITM-000444,Service Provider,2025-03-01,SM-000413
OC-011710,001ON00000OCSC3,ITM-008450,DITM-000444,Service Provider,2025-03-01,SM-000413
OC-011663,001ON00000OCSC7,ITM-008450,DITM-000444,Item Supplier,2025-03-01,SM-000413
OC-011700,001ON00000OCSCD,ITM-008450,DITM-000444,Parts Supplier,2025-03-01,SM-000413
OC-011708,001ON00000OCSCU,ITM-008450,DITM-000444,Service Provider,2025-03-01,SM-000413
OC-011664,001ON00000OCSCI,ITM-008450,DITM-000444,Item Supplier,2025-03-01,SM-000413
OC-011661,001ON00000OCSCJ,ITM-008450,DITM-000444,Item Supplier,2025-03-01,SM-000413
OC-011685,001ON00000OCSCV,ITM-008450,DITM-000444,Manufacturer,2025-03-01,SM-000413
OC-011712,001ON00000OCSD0,ITM-008450,DITM-000444,Service Provider,2025-03-01,SM-000413
OC-011695,001ON00000OCSDO,ITM-008450,DITM-000444,Parts Supplier,2025-03-01,SM-000413
OC-011677,001ON00000OCSDY,ITM-008450,DITM-000444,Manufacturer,2025-03-01,SM-000413
OC-011690,001ON00000OCSDH,ITM-008450,DITM-000444,Manufacturer,2025-03-01,SM-000413
OC-011691,001ON00000OCSDI,ITM-008450,DITM-000444,Manufacturer,2025-03-01,SM-000413
OC-011692,001ON00000OCSDJ,ITM-008450,DITM-000444,Manufacturer,2025-03-01,SM-000413
OC-011703,001ON00000OCSDK,ITM-008450,DITM-000444,Parts Supplier,2025-03-01,SM-000413
OC-011704,001ON00000OCSDL,ITM-008450,DITM-000444,Parts Supplier,2025-03-01,SM-000413
OC-011705,001ON00000OCSDM,ITM-008450,DITM-000444,Parts Supplier,2025-03-01,SM-000413
OC-011605,0015K000004HAUO,ITM-004512,DITM-000443,Item Supplier,2025-03-01,SM-000412
OC-006929,0015M000003EAAQ,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011638,0015M000003EAAQ,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011602,0017F00001UEISB,ITM-004512,DITM-000443,Assembler,2025-03-01,SM-000412
OC-011644,0017F00001UEJDA,ITM-004512,DITM-000443,Service Provider,2025-03-01,SM-000412
OC-011650,0017F00001UEJRY,ITM-004512,DITM-000443,Service Provider,2025-03-01,SM-000412
OC-006912,0019S000003MPQR,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011621,0019S000003MPQR,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-006927,0019S000004OLVR,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011636,0019S000004OLVR,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-006907,0019S000004U54R,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011616,0019S000004U54R,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011601,0019S000004X5MD,ITM-004512,DITM-000443,Assembler,2025-03-01,SM-000412
OC-006908,0019S0000064AAL,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011617,0019S0000064AAL,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011603,0019S0000065J6O,ITM-004512,DITM-000443,Assembler,2025-03-01,SM-000412
OC-006906,001ON000001MBLT,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011615,001ON000001MBLT,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-006916,001ON000001FIOD,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011625,001ON000001FIOD,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-006919,001ON000001VOGH,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011628,001ON000001VOGH,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011613,001ON000002JUU0,ITM-004512,DITM-000443,Item Supplier,2025-03-01,SM-000412
OC-006909,001ON000003FHNL,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011618,001ON000003FHNL,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-006928,001ON000004JTKD,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011637,001ON000004JTKD,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-006930,001ON000004XXLB,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011639,001ON000004XXLB,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-006918,001ON000005RR0I,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011627,001ON000005RR0I,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011651,001ON000009VTWW,ITM-004512,DITM-000443,Service Provider,2025-03-01,SM-000412
OC-006915,001ON000009XZ7X,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011624,001ON000009XZ7X,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-006923,001ON00000A5K1Z,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011632,001ON00000A5K1Z,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011607,001ON00000AS3BJ,ITM-004512,DITM-000443,Item Supplier,2025-03-01,SM-000412
OC-006924,001ON00000BD0UR,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011633,001ON00000BD0UR,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011610,001ON00000GYBKR,ITM-004512,DITM-000443,Item Supplier,2025-03-01,SM-000412
OC-011646,001ON00000JFA3T,ITM-004512,DITM-000443,Service Provider,2025-03-01,SM-000412
OC-011641,001ON00000JFAGD,ITM-004512,DITM-000443,Parts Supplier,2025-03-01,SM-000412
OC-011648,001ON00000OCSBL,ITM-004512,DITM-000443,Service Provider,2025-03-01,SM-000412
OC-011604,001ON00000OCSBM,ITM-004512,DITM-000443,Assembler,2025-03-01,SM-000412
OC-011619,001ON00000OCSBN,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011606,001ON00000OCSBO,ITM-004512,DITM-000443,Item Supplier,2025-03-01,SM-000412
OC-011608,001ON00000OCSBP,ITM-004512,DITM-000443,Item Supplier,2025-03-01,SM-000412
OC-011609,001ON00000OCSBQ,ITM-004512,DITM-000443,Item Supplier,2025-03-01,SM-000412
OC-011620,001ON00000OCSBS,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011622,001ON00000OCSBT,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011640,001ON00000OCSBZ,ITM-004512,DITM-000443,Parts Supplier,2025-03-01,SM-000412
OC-011643,001ON00000OCSC1,ITM-004512,DITM-000443,Service Provider,2025-03-01,SM-000412
OC-011649,001ON00000OCSC2,ITM-004512,DITM-000443,Service Provider,2025-03-01,SM-000412
OC-011623,001ON00000OCSCA,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011614,001ON00000OCSCB,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011645,001ON00000OCSCU,ITM-004512,DITM-000443,Service Provider,2025-03-01,SM-000412
OC-011611,001ON00000OCSCJ,ITM-004512,DITM-000443,Item Supplier,2025-03-01,SM-000412
OC-011652,001ON00000OCSDC,ITM-004512,DITM-000443,Service Provider,2025-03-01,SM-000412
OC-011626,001ON00000OCSDV,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011647,001ON00000OCSDY,ITM-004512,DITM-000443,Service Provider,2025-03-01,SM-000412
OC-011612,001ON00000OCSDA,ITM-004512,DITM-000443,Item Supplier,2025-03-01,SM-000412
OC-011629,001ON00000OCSDB,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011630,001ON00000OCSDC,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011631,001ON00000OCSDD,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011634,001ON00000OCSDE,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011635,001ON00000OCSDF,ITM-004512,DITM-000443,Manufacturer,2025-03-01,SM-000412
OC-011642,001ON00000OCSDG,ITM-004512,DITM-000443,Parts Supplier,2025-03-01,SM-000412
OC-011569,0015K000004HAUO,ITM-008455,DITM-000442,Item Supplier,2025-03-01,SM-000411
OC-011564,0017F00001UEISB,ITM-008455,DITM-000442,Assembler,2025-03-01,SM-000411
OC-011575,0017F00001UEIVM,ITM-008455,DITM-000442,Item Supplier,2025-03-01,SM-000411
OC-011594,0017F00001UEJDA,ITM-008455,DITM-000442,Service Provider,2025-03-01,SM-000411
OC-011599,0017F00001UEJRY,ITM-008455,DITM-000442,Service Provider,2025-03-01,SM-000411
OC-006894,0019S000003MPQR,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011580,0019S000003MPQR,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011566,0019S000004U54R,ITM-008455,DITM-000442,Assembler,2025-03-01,SM-000411
OC-011563,0019S000004X5MD,ITM-008455,DITM-000442,Assembler,2025-03-01,SM-000411
OC-011567,0019S0000064AAL,ITM-008455,DITM-000442,Assembler,2025-03-01,SM-000411
OC-011565,0019S0000065J6O,ITM-008455,DITM-000442,Assembler,2025-03-01,SM-000411
OC-011592,0019S0000068SEN,ITM-008455,DITM-000442,Parts Supplier,2025-03-01,SM-000411
OC-011576,001ON000001UNMR,ITM-008455,DITM-000442,Item Supplier,2025-03-01,SM-000411
OC-006902,001ON0000030GWB,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011588,001ON0000030GWB,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-006891,001ON000003FHNL,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011577,001ON000003FHNL,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-006899,001ON0000060PZS,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011585,001ON0000060PZS,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011600,001ON000009VTWW,ITM-008455,DITM-000442,Service Provider,2025-03-01,SM-000411
OC-006903,001ON000009VAK4,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011589,001ON000009VAK4,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-006900,001ON00000ALLXC,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-006895,001ON00000ALLXC,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011586,001ON00000ALLXC,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011581,001ON00000ALLXC,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011571,001ON00000AS3BJ,ITM-008455,DITM-000442,Item Supplier,2025-03-01,SM-000411
OC-006904,001ON00000BBUY9,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011590,001ON00000BBUY9,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-006898,001ON00000BDQ2U,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011584,001ON00000BDQ2U,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011574,001ON00000ES4K4,ITM-008455,DITM-000442,Item Supplier,2025-03-01,SM-000411
OC-011596,001ON00000JFA3T,ITM-008455,DITM-000442,Service Provider,2025-03-01,SM-000411
OC-011597,001ON00000OCSBL,ITM-008455,DITM-000442,Service Provider,2025-03-01,SM-000411
OC-011568,001ON00000OCSBM,ITM-008455,DITM-000442,Assembler,2025-03-01,SM-000411
OC-011578,001ON00000OCSBN,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011570,001ON00000OCSBO,ITM-008455,DITM-000442,Item Supplier,2025-03-01,SM-000411
OC-011572,001ON00000OCSBP,ITM-008455,DITM-000442,Item Supplier,2025-03-01,SM-000411
OC-011573,001ON00000OCSBQ,ITM-008455,DITM-000442,Item Supplier,2025-03-01,SM-000411
OC-011579,001ON00000OCSBS,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011582,001ON00000OCSBT,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011591,001ON00000OCSBZ,ITM-008455,DITM-000442,Parts Supplier,2025-03-01,SM-000411
OC-011593,001ON00000OCSC1,ITM-008455,DITM-000442,Service Provider,2025-03-01,SM-000411
OC-011598,001ON00000OCSC2,ITM-008455,DITM-000442,Service Provider,2025-03-01,SM-000411
OC-011595,001ON00000OCSCU,ITM-008455,DITM-000442,Service Provider,2025-03-01,SM-000411
OC-011587,001ON00000OCSDO,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011583,001ON00000OCSDQ,ITM-008455,DITM-000442,Manufacturer,2025-03-01,SM-000411
OC-011524,0015K000004HAUO,ITM-002523,DITM-000441,Item Supplier,2025-03-01,SM-000410
OC-006883,0015K000004MVUH,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011546,0015K000004MVUH,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-006871,0015K000004YFWU,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011534,0015K000004YFWU,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011523,0017F00001UEISB,ITM-002523,DITM-000441,Assembler,2025-03-01,SM-000410
OC-011558,0017F00001UEJDA,ITM-002523,DITM-000441,Service Provider,2025-03-01,SM-000410
OC-011562,0017F00001UEJRY,ITM-002523,DITM-000441,Service Provider,2025-03-01,SM-000410
OC-006882,0019S000003MPQR,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011545,0019S000003MPQR,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-006875,0019S000004U54R,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011538,0019S000004U54R,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011522,0019S000004X5MD,ITM-002523,DITM-000441,Assembler,2025-03-01,SM-000410
OC-006876,0019S0000064AAL,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011539,0019S0000064AAL,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-006873,0019S0000065J6O,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011536,0019S0000065J6O,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-006887,001ON000002GJCI,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011550,001ON000002GJCI,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-006878,001ON000003FHNL,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011541,001ON000003FHNL,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011532,001ON00000AN8MT,ITM-002523,DITM-000441,Item Supplier,2025-03-01,SM-000410
OC-011526,001ON00000AS3BJ,ITM-002523,DITM-000441,Item Supplier,2025-03-01,SM-000410
OC-006885,001ON00000BDRLQ,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011548,001ON00000BDRLQ,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-006884,001ON00000ES4K4,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011547,001ON00000ES4K4,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011528,001ON00000GYBKR,ITM-002523,DITM-000441,Item Supplier,2025-03-01,SM-000410
OC-011560,001ON00000JFA3T,ITM-002523,DITM-000441,Service Provider,2025-03-01,SM-000410
OC-006872,001ON00000JUGPF,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011535,001ON00000JUGPF,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011537,001ON00000OCSBL,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011540,001ON00000OCSBM,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011542,001ON00000OCSBN,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011525,001ON00000OCSBO,ITM-002523,DITM-000441,Item Supplier,2025-03-01,SM-000410
OC-011527,001ON00000OCSBP,ITM-002523,DITM-000441,Item Supplier,2025-03-01,SM-000410
OC-011529,001ON00000OCSBQ,ITM-002523,DITM-000441,Item Supplier,2025-03-01,SM-000410
OC-011543,001ON00000OCSBS,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011554,001ON00000OCSBZ,ITM-002523,DITM-000441,Parts Supplier,2025-03-01,SM-000410
OC-011557,001ON00000OCSC1,ITM-002523,DITM-000441,Service Provider,2025-03-01,SM-000410
OC-011561,001ON00000OCSC2,ITM-002523,DITM-000441,Service Provider,2025-03-01,SM-000410
OC-011531,001ON00000OCSC5,ITM-002523,DITM-000441,Item Supplier,2025-03-01,SM-000410
OC-011544,001ON00000OCSCA,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011556,001ON00000OCSCM,ITM-002523,DITM-000441,Parts Supplier,2025-03-01,SM-000410
OC-011555,001ON00000OCSCO,ITM-002523,DITM-000441,Parts Supplier,2025-03-01,SM-000410
OC-011559,001ON00000OCSCU,ITM-002523,DITM-000441,Service Provider,2025-03-01,SM-000410
OC-011530,001ON00000OCSCJ,ITM-002523,DITM-000441,Item Supplier,2025-03-01,SM-000410
OC-011551,001ON00000OCSCS,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011549,001ON00000OCSCU,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011533,001ON00000OCSDU,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011552,001ON00000OCSDY,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011553,001ON00000OCSDZ,ITM-002523,DITM-000441,Manufacturer,2025-03-01,SM-000410
OC-011480,0015K000004HAUO,ITM-008447,DITM-000440,Item Supplier,2025-03-01,SM-000409
OC-011513,0015K000004MVUH,ITM-008447,DITM-000440,Parts Supplier,2025-03-01,SM-000409
OC-006862,0017F00001UEIMR,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011503,0017F00001UEIMR,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011476,0017F00001UEISB,ITM-008447,DITM-000440,Assembler,2025-03-01,SM-000409
OC-006857,0017F00001UEJ9O,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011498,0017F00001UEJ9O,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011516,0017F00001UEJDA,ITM-008447,DITM-000440,Service Provider,2025-03-01,SM-000409
OC-011520,0017F00001UEJRY,ITM-008447,DITM-000440,Service Provider,2025-03-01,SM-000409
OC-006854,0019S000003MPQR,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011495,0019S000003MPQR,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011478,0019S000004U54R,ITM-008447,DITM-000440,Assembler,2025-03-01,SM-000409
OC-011475,0019S000004X5MD,ITM-008447,DITM-000440,Assembler,2025-03-01,SM-000409
OC-011514,0019S000005MQDE,ITM-008447,DITM-000440,Parts Supplier,2025-03-01,SM-000409
OC-011479,0019S0000064AAL,ITM-008447,DITM-000440,Assembler,2025-03-01,SM-000409
OC-011474,0019S0000065J6O,ITM-008447,DITM-000440,Assembler,2025-03-01,SM-000409
OC-006856,001ON000001FIOD,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011497,001ON000001FIOD,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-006849,001ON000003FHNL,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011490,001ON000003FHNL,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-006866,001ON000005RR0I,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011507,001ON000005RR0I,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-006863,001ON0000060PZS,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011504,001ON0000060PZS,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011521,001ON000009VTWW,ITM-008447,DITM-000440,Service Provider,2025-03-01,SM-000409
OC-006850,001ON000009XZ7X,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011491,001ON000009XZ7X,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-006869,001ON00000ALLXC,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-006847,001ON00000ALLXC,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011510,001ON00000ALLXC,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011488,001ON00000ALLXC,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011482,001ON00000AS3BJ,ITM-008447,DITM-000440,Item Supplier,2025-03-01,SM-000409
OC-006860,001ON00000BDQ2U,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011501,001ON00000BDQ2U,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-006858,001ON00000DQ2EG,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011499,001ON00000DQ2EG,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011484,001ON00000GYBKR,ITM-008447,DITM-000440,Item Supplier,2025-03-01,SM-000409
OC-006861,001ON00000JFZKF,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011502,001ON00000JFZKF,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011518,001ON00000JFA3T,ITM-008447,DITM-000440,Service Provider,2025-03-01,SM-000409
OC-011509,001ON00000OCM00,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011477,001ON00000OCSBL,ITM-008447,DITM-000440,Assembler,2025-03-01,SM-000409
OC-011489,001ON00000OCSBM,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011492,001ON00000OCSBN,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011481,001ON00000OCSBO,ITM-008447,DITM-000440,Item Supplier,2025-03-01,SM-000409
OC-011483,001ON00000OCSBP,ITM-008447,DITM-000440,Item Supplier,2025-03-01,SM-000409
OC-011485,001ON00000OCSBQ,ITM-008447,DITM-000440,Item Supplier,2025-03-01,SM-000409
OC-011493,001ON00000OCSBS,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011496,001ON00000OCSBT,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011511,001ON00000OCSBZ,ITM-008447,DITM-000440,Parts Supplier,2025-03-01,SM-000409
OC-011515,001ON00000OCSC1,ITM-008447,DITM-000440,Service Provider,2025-03-01,SM-000409
OC-011519,001ON00000OCSC2,ITM-008447,DITM-000440,Service Provider,2025-03-01,SM-000409
OC-011487,001ON00000OCSC5,ITM-008447,DITM-000440,Item Supplier,2025-03-01,SM-000409
OC-011494,001ON00000OCSCA,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011517,001ON00000OCSCU,ITM-008447,DITM-000440,Service Provider,2025-03-01,SM-000409
OC-011486,001ON00000OCSCJ,ITM-008447,DITM-000440,Item Supplier,2025-03-01,SM-000409
OC-011512,001ON00000OCSDN,ITM-008447,DITM-000440,Parts Supplier,2025-03-01,SM-000409
OC-011500,001ON00000OCSDQ,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011505,001ON00000OCSDV,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011506,001ON00000OCSDW,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011508,001ON00000OCSDX,ITM-008447,DITM-000440,Manufacturer,2025-03-01,SM-000409
OC-011450,0015K000004HAUO,ITM-006232,DITM-000439,Item Supplier,2025-03-01,SM-000408
OC-006752,0017F00001UEISB,ITM-006232,DITM-000439,Manufacturer,2025-03-01,SM-000408
OC-011457,0017F00001UEISB,ITM-006232,DITM-000439,Manufacturer,2025-03-01,SM-000408
OC-011470,0017F00001UEJDA,ITM-006232,DITM-000439,Service Provider,2025-03-01,SM-000408
OC-011454,0019S000004X5MD,ITM-006232,DITM-000439,Item Supplier,2025-03-01,SM-000408
OC-011472,0019S000005YMXA,ITM-006232,DITM-000439,Service Provider,2025-03-01,SM-000408
OC-011449,0019S0000065J6O,ITM-006232,DITM-000439,Assembler,2025-03-01,SM-000408
OC-011465,001ON000003QTWA,ITM-006232,DITM-000439,Parts Supplier,2025-03-01,SM-000408
OC-006844,001ON000003FHNL,ITM-006232,DITM-000439,Manufacturer,2025-03-01,SM-000408
OC-011460,001ON000003FHNL,ITM-006232,DITM-000439,Manufacturer,2025-03-01,SM-000408
OC-006843,001ON00000AN8MT,ITM-006232,DITM-000439,Manufacturer,2025-03-01,SM-000408
OC-011459,001ON00000AN8MT,ITM-006232,DITM-000439,Manufacturer,2025-03-01,SM-000408
OC-011452,001ON00000AS3BJ,ITM-006232,DITM-000439,Item Supplier,2025-03-01,SM-000408
OC-011456,001ON00000BVFFC,ITM-006232,DITM-000439,Item Supplier,2025-03-01,SM-000408
OC-006846,001ON00000BDJZQ,ITM-006232,DITM-000439,Manufacturer,2025-03-01,SM-000408
OC-011462,001ON00000BDJZQ,ITM-006232,DITM-000439,Manufacturer,2025-03-01,SM-000408
OC-011468,001ON00000DTK6F,ITM-006232,DITM-000439,Parts Supplier,2025-03-01,SM-000408
OC-011455,001ON00000JFA9W,ITM-006232,DITM-000439,Item Supplier,2025-03-01,SM-000408
OC-011466,001ON00000JFASA,ITM-006232,DITM-000439,Parts Supplier,2025-03-01,SM-000408
OC-011458,001ON00000OCSBM,ITM-006232,DITM-000439,Manufacturer,2025-03-01,SM-000408
OC-011451,001ON00000OCSBO,ITM-006232,DITM-000439,Item Supplier,2025-03-01,SM-000408
OC-011453,001ON00000OCSBP,ITM-006232,DITM-000439,Item Supplier,2025-03-01,SM-000408
OC-011463,001ON00000OCSBZ,ITM-006232,DITM-000439,Parts Supplier,2025-03-01,SM-000408
OC-011469,001ON00000OCSC1,ITM-006232,DITM-000439,Service Provider,2025-03-01,SM-000408
OC-011471,001ON00000OCSC3,ITM-006232,DITM-000439,Service Provider,2025-03-01,SM-000408
