Detailed Item ID  ↓,,Item Name,Item ID,Detailed Item Name,Organisation Capability,Organisation: Organisation Name,Organisation: Organisation ID,Capability Type,Validation Date,Organisation: Billing Street,Organisation: Billing City,Organisation: Billing State/Province,Organisation: Billing Zip/Postal Code,Sector Mapping ID,Sector Name,Formatted_Address,Latitude,Longitude,Geocoding_Service,Geocoding_Status
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011144,,001On00000OCscL,Parts Supplier,1/03/2025,143 Mulgul Road,MALAGA,WA,6090,,,"143 Mulgul Road, MALAGA, WA, 6090",-31.8595318,115.9032719,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011146,,001On00000OCscM,Parts Supplier,1/03/2025,Suite 8/50 Upper Heidelburg Road,IVANHOE,VIC,3079,,,"Suite 8/50 Upper Heidelburg Road, IVANHOE, VIC, 3079",-37.7709272,145.0410529,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011148,,001On00000OCscN,Parts Supplier,1/03/2025,15 Felspar Street,Welshpool,WA,6106,,,"15 Felspar Street, Welshpool, WA, 6106",-32.0015762,115.96989,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011150,,001On00000OCscO,Parts Supplier,1/03/2025,"U 850, 50 Clarence Street",Sydney,NSW,2000,,,"U 850, 50 Clarence Street, Sydney, NSW, 2000",-33.865972,151.2050364,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011151,,001On00000OCscP,Parts Supplier,1/03/2025,18 Tathra Street,West Gosford,NSW,2250,,,"18 Tathra Street, West Gosford, NSW, 2250",-33.4185613,151.3176853,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011152,,001On00000OCscQ,Parts Supplier,1/03/2025,Unit 1/12 Pile Road,Somersby,NSW,2250,,,"Unit 1/12 Pile Road, Somersby, NSW, 2250",51.3258222,-2.9324174,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011154,,001On00000OCscR,Parts Supplier,1/03/2025,1/16 Oxleigh Drive,MALAGA,WA,6090,,,"1/16 Oxleigh Drive, MALAGA, WA, 6090",-31.8463772,115.8856884,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011157,,001On00000OCscS,Parts Supplier,1/03/2025,22 Adams Court,SUNSHINE WEST,VIC,3020,,,"22 Adams Court, SUNSHINE WEST, VIC, 3020",-37.8111769,144.8092509,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011161,,001On00000OCscT,Service Provider,1/03/2025,Beach Road,THAMES,NI,3500,,,"Beach Road, THAMES, NI, 3500",,,,failed
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011162,,001On00000OCscU,Service Provider,1/03/2025,10 Farrin Street,Attadalem,WA,6165,,,"10 Farrin Street, Attadalem, WA, 6165",-32.0268222,115.8047287,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011163,,001On00000OCscV,Service Provider,1/03/2025,9 MELRICH ROAD,BAYSWATER,VIC,3153,,,"9 MELRICH ROAD, BAYSWATER, VIC, 3153",-37.8465535,145.2834527,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011166,,001On00000OCscW,Service Provider,1/03/2025,9 Ballantyne Road,Kewdale,WA,6105,,,"9 Ballantyne Road, Kewdale, WA, 6105",-31.9816219,115.9414702,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011167,,001On00000OCscX,Service Provider,1/03/2025,269b Treasure Road North,Welshpool,WA,6106,,,"269b Treasure Road North, Welshpool, WA, 6106",-31.995084,115.9477121,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011169,,001On00000OCscY,Service Provider,1/03/2025,5 Carmart Way,Pakenham,VIC,3810,,,"5 Carmart Way, Pakenham, VIC, 3810",-38.0966913,145.4866844,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011170,,001On00000OCscZ,Service Provider,1/03/2025,103 Newman Road,WAVELL HEIGHTS,QLD,4012,,,"103 Newman Road, WAVELL HEIGHTS, QLD, 4012",-27.3808029,153.045968,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011171,,001On00000OCsca,Service Provider,1/03/2025,59 Albany Highway ,Victoria Park,WA,6100,,,"59 Albany Highway, Victoria Park, WA, 6100",-31.9693072,115.8893304,nominatim,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011174,,001On00000OCscb,Wholesaler,1/03/2025,"Unit 4, 21 Pikkat Drive",BRAEMAR,NSW,2575,,,"Unit 4, 21 Pikkat Drive, BRAEMAR, NSW, 2575",,,,failed
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011175,,001On00000OCscc,Wholesaler,1/03/2025,15 Bensted Street,Gladstone ,QLD,4680,,,"15 Bensted Street, Gladstone, QLD, 4680",-23.8645481,151.26937,photon,success
,,Bogies - Wheelsets,ITM-006188,Wheelsets and Axles,OC-011176,,001On00000OCscd,Wholesaler,1/03/2025,7 Lockyer Street,GOULBURN,NSW,2580,,,"7 Lockyer Street, GOULBURN, NSW, 2580",-34.7732206,149.6936409,nominatim,success
Subtotal,Count,101,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000433,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011065,,0015K000004HAuO,Item Supplier,1/03/2025,"Level 20, 321 Kent Street",Sydney,NSW,2000,SM-000401,Rolling Stock,"Level 20, 321 Kent Street, Sydney, NSW, 2000",-33.8677269,151.2041396,photon,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011060,,0017F00001ueIsb,Assembler,1/03/2025,2 Blue Street,North Sydney,NSW,2060,,,"2 Blue Street, North Sydney, NSW, 2060",-33.8410137,151.2078933,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011091,,0017F00001ueJDA,Service Provider,1/03/2025,L10 383 Kent Street,SYDNEY,NSW,2000,,,"L10 383 Kent Street, SYDNEY, NSW, 2000",,,,failed
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011093,,0017F00001ueJRy,Service Provider,1/03/2025," Level 1, 101 Flinders Street ",Adelaide,SA,5000,,,"Level 1, 101 Flinders Street, Adelaide, SA, 5000",-34.9243656,138.6036098,photon,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-006568,,0019s000002zLwl,Manufacturer,1/03/2025,19 Taminga Street,Regency Park,SA,5010,,,"19 Taminga Street, Regency Park, SA, 5010",-34.860128,138.5709175,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011081,,0019s000002zLwl,Manufacturer,1/03/2025,19 Taminga Street,Regency Park,SA,5010,,,"19 Taminga Street, Regency Park, SA, 5010",-34.860128,138.5709175,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011072,,0019s000003mpqR,Item Supplier,1/03/2025,13 Hume Road,Smithfield,NSW,2164,,,"13 Hume Road, Smithfield, NSW, 2164",-33.8364037,150.9307757,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011058,,0019s000004U54r,Assembler,1/03/2025,175 Murphy Street,BENDIGO,VIC,3554,,,"175 Murphy Street, BENDIGO, VIC, 3554",-36.7451991,144.3039832,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-018243,,0019s000004U54r,Assembler,1/03/2025,175 Murphy Street,BENDIGO,VIC,3554,,,"175 Murphy Street, BENDIGO, VIC, 3554",-36.7451991,144.3039832,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011064,,0019s000004X5Md,Item Supplier,1/03/2025,135 Coronation Drive,MILTON,QLD,4064,,,"135 Coronation Drive, MILTON, QLD, 4064",-27.4682983,153.0102666,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011077,,0019s0000064AAl,Item Supplier,1/03/2025,221 Hammond Road,Dandenong South,VIC,3175,,,"221 Hammond Road, Dandenong South, VIC, 3175",-38.0091589,145.2068898,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011076,,0019s0000065j6o,Item Supplier,1/03/2025,891 Ingham Road,Bohle,QLD,4818,,,"891 Ingham Road, Bohle, QLD, 4818",-19.2607039,146.7210497,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011073,,001On000003fhnL,Item Supplier,1/03/2025,18 Vallance Street,Saint Marys,NSW,2760,,,"18 Vallance Street, Saint Marys, NSW, 2760",-33.7645961,150.7786444,photon,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-006567,,001On000009xZ7x,Manufacturer,1/03/2025,153 Northbourne Road,Campbellfield,VIC,3061,,,"153 Northbourne Road, Campbellfield, VIC, 3061",-37.6498346,144.9654388,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011080,,001On000009xZ7x,Manufacturer,1/03/2025,153 Northbourne Road,Campbellfield,VIC,3061,,,"153 Northbourne Road, Campbellfield, VIC, 3061",-37.6498346,144.9654388,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011079,,001On00000AmwVT,Item Supplier,1/03/2025,205 Atlantic Drive,KEYSBOROUGH,VIC,3173,,,"205 Atlantic Drive, KEYSBOROUGH, VIC, 3173",-38.0130632,145.1804577,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011070,,001On00000An8Mt,Item Supplier,1/03/2025,Level 6 380 Docklands Drive,Docklands,VIC,3008,,,"Level 6 380 Docklands Drive, Docklands, VIC, 3008",,,,failed
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011068,,001On00000As3BJ,Item Supplier,1/03/2025, 04-103/152 Elizabeth St,Melbourne,VIC ,3000,,,"04-103/152 Elizabeth St, Melbourne, VIC, 3000",-37.8144604,144.9635452,photon,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-006574,,001On00000BVZmm,Manufacturer,1/03/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011087,,001On00000BVZmm,Manufacturer,1/03/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011063,,001On00000BdRLQ,Assembler,1/03/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011067,,001On00000GYBKr,Item Supplier,1/03/2025,23 Waler Crescent,Smeaton Grange,NSW,2567,,,"23 Waler Crescent, Smeaton Grange, NSW, 2567",-34.033132,150.7629941,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011059,,001On00000OCsbl,Assembler,1/03/2025,21 School Drive,Tomago ,NSW,2322,,,"21 School Drive, Tomago, NSW, 2322",-32.830968,151.7289213,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011061,,001On00000OCsbm,Assembler,1/03/2025,35-45 Frankston-Dandenong Road,DANDENONG,VIC,3175,,,"35-45 Frankston-Dandenong Road, DANDENONG, VIC, 3175",-38.0029215,145.2179134,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011062,,001On00000OCsbn,Assembler,1/03/2025,Lot 10 Calabro Way,BURLEIGH HEADS,QLD,4220,,,"Lot 10 Calabro Way, BURLEIGH HEADS, QLD, 4220",-28.1029431,153.4161356,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011066,,001On00000OCsbo,Item Supplier,1/03/2025,50 Pitt Street,SYDNEY,NSW,2000,,,"50 Pitt Street, SYDNEY, NSW, 2000",-33.863332,151.2092568,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011069,,001On00000OCsbp,Item Supplier,1/03/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011071,,001On00000OCsbq,Item Supplier,1/03/2025,34 Mount Erin Road,Campbelltown,NSW,2560,,,"34 Mount Erin Road, Campbelltown, NSW, 2560",-34.0582566,150.8031453,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011074,,001On00000OCsbr,Item Supplier,1/03/2025,67 Calarco Drive,DERRIMUT,VIC,3030,,,"67 Calarco Drive, DERRIMUT, VIC, 3030",-37.7996615,144.758369,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011075,,001On00000OCsbs,Item Supplier,1/03/2025,"Unit level 11, 458 Brunswick Street",Fortitude Valley,QLD,4006,,,"Unit level 11, 458 Brunswick Street, Fortitude Valley, QLD, 4006",,,,failed
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011078,,001On00000OCsbt,Item Supplier,1/03/2025,14a Hearne St,MORTDALE,NSW,2223,,,"14a Hearne St, MORTDALE, NSW, 2223",-33.965392,151.0675497,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011082,,001On00000OCsbu,Manufacturer,1/03/2025,1007 Kingsford Smith Drive,EAGLE FARM,QLD,4009,,,"1007 Kingsford Smith Drive, EAGLE FARM, QLD, 4009",-27.4300248,153.0961475,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011083,,001On00000OCsbv,Manufacturer,1/03/2025,228 Woodpark Road,SMITHFIELD,NSW,2164,,,"228 Woodpark Road, SMITHFIELD, NSW, 2164",-33.8390554,150.9541424,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011085,,001On00000OCsbw,Manufacturer,1/03/2025,148-152 Bernard Street,Cheltenham,VIC,3192,,,"148-152 Bernard Street, Cheltenham, VIC, 3192",-37.9548078,145.0743153,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011084,,001On00000OCsbw,Manufacturer,1/03/2025,148-152 Bernard Street,Cheltenham,VIC,3192,,,"148-152 Bernard Street, Cheltenham, VIC, 3192",-37.9548078,145.0743153,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011086,,001On00000OCsby,Manufacturer,1/03/2025,111 Eagle Street,Brisbane City,QLD,4000,,,"111 Eagle Street, Brisbane City, QLD, 4000",-27.4676878,153.0304574,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011088,,001On00000OCsbz,Parts Supplier,1/03/2025,Suite 8 / 50 Upper Heidelberg Rd,IVANHOE,VIC,3079,,,"Suite 8 / 50 Upper Heidelberg Rd, IVANHOE, VIC, 3079",-37.7709272,145.0410529,photon,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011089,,001On00000OCsc0,Parts Supplier,1/03/2025,44-80 Sinclair Rd,DANDENONG,VIC,3175,,,"44-80 Sinclair Rd, DANDENONG, VIC, 3175",-37.9880555,145.1967503,nominatim,success
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011090,,001On00000OCsc1,Service Provider,1/03/2025,"Level 9, 180 Flinders Street",MELBOURNE,VIC,3000,,,"Level 9, 180 Flinders Street, MELBOURNE, VIC, 3000",,,,failed
,,Car Body Equipment - Side Windows,ITM-009578,Windows,OC-011092,,001On00000OCsc2,Service Provider,1/03/2025,320 Churchill Road,KILBURN,SA,5084,,,"320 Churchill Road, KILBURN, SA, 5084",-34.8565116,138.5828193,nominatim,success
Subtotal,Count,40,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000432,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011297,,0015K000004HAuO,Item Supplier,1/03/2025,"Level 20, 321 Kent Street",Sydney,NSW,2000,SM-000405,Rolling Stock,"Level 20, 321 Kent Street, Sydney, NSW, 2000",-33.8677269,151.2041396,photon,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-006702,,0015K000004M2qJ,Manufacturer,1/03/2025,55 Elizabeth Street,Wetherill Park,NSW,2164,,,"55 Elizabeth Street, Wetherill Park, NSW, 2164",-33.8383341,150.9015062,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011307,,0015K000004M2qJ,Manufacturer,1/03/2025,55 Elizabeth Street,Wetherill Park,NSW,2164,,,"55 Elizabeth Street, Wetherill Park, NSW, 2164",-33.8383341,150.9015062,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-006699,,0017F00001ueIsb,Manufacturer,1/03/2025,2 Blue Street,North Sydney,NSW,2060,,,"2 Blue Street, North Sydney, NSW, 2060",-33.8410137,151.2078933,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011304,,0017F00001ueIsb,Manufacturer,1/03/2025,2 Blue Street,North Sydney,NSW,2060,,,"2 Blue Street, North Sydney, NSW, 2060",-33.8410137,151.2078933,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011315,,0017F00001ueJDA,Service Provider,1/03/2025,L10 383 Kent Street,SYDNEY,NSW,2000,,,"L10 383 Kent Street, SYDNEY, NSW, 2000",,,,failed
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011321,,0017F00001ueJRy,Service Provider,1/03/2025," Level 1, 101 Flinders Street ",Adelaide,SA,5000,,,"Level 1, 101 Flinders Street, Adelaide, SA, 5000",-34.9243656,138.6036098,photon,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011318,,0019s000005YmxA,Service Provider,1/03/2025,480 Queen Street,Brisbane City,QLD,4000,,,"480 Queen Street, Brisbane City, QLD, 4000",-27.4644999,153.0306988,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-006700,,0019s0000065j6o,Manufacturer,1/03/2025,891 Ingham Road,Bohle,QLD,4818,,,"891 Ingham Road, Bohle, QLD, 4818",-19.2607039,146.7210497,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011305,,0019s0000065j6o,Manufacturer,1/03/2025,891 Ingham Road,Bohle,QLD,4818,,,"891 Ingham Road, Bohle, QLD, 4818",-19.2607039,146.7210497,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-006706,,001On0000060PZS,Manufacturer,1/03/2025,147-149 Magowar Road,GIRRAWEEN,NSW,2145,,,"147-149 Magowar Road, GIRRAWEEN, NSW, 2145",-33.8007111,150.9417885,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011311,,001On0000060PZS,Manufacturer,1/03/2025,147-149 Magowar Road,GIRRAWEEN,NSW,2145,,,"147-149 Magowar Road, GIRRAWEEN, NSW, 2145",-33.8007111,150.9417885,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-006704,,001On000009mWLi,Manufacturer,1/03/2025,74 Harley Crescent,CONDELL PARK,NSW,2200,,,"74 Harley Crescent, CONDELL PARK, NSW, 2200",-33.9235459,150.9980734,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011309,,001On000009mWLi,Manufacturer,1/03/2025,74 Harley Crescent,CONDELL PARK,NSW,2200,,,"74 Harley Crescent, CONDELL PARK, NSW, 2200",-33.9235459,150.9980734,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-006701,,001On00000ApXZ5,Manufacturer,1/03/2025,24 Daisy St,Revesby,NSW,2212,,,"24 Daisy St, Revesby, NSW, 2212",-33.9364659,151.0088754,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011306,,001On00000ApXZ5,Manufacturer,1/03/2025,24 Daisy St,Revesby,NSW,2212,,,"24 Daisy St, Revesby, NSW, 2212",-33.9364659,151.0088754,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011299,,001On00000As3BJ,Item Supplier,1/03/2025, 04-103/152 Elizabeth St,Melbourne,VIC ,3000,,,"04-103/152 Elizabeth St, Melbourne, VIC, 3000",-37.8144604,144.9635452,photon,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011302,,001On00000BdJZO,Item Supplier,1/03/2025,"Unit 1, 29 Holland Street",Thebarton,SA,5031,,,"Unit 1, 29 Holland Street, Thebarton, SA, 5031",,,,failed
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-006698,,001On00000JfZrH,Manufacturer,1/03/2025,"170 Railway Parade,",Bassendean,WA,6054,,,"170 Railway Parade, Bassendean, WA, 6054",-31.9126212,115.9358199,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011303,,001On00000JfZrH,Manufacturer,1/03/2025,"170 Railway Parade,",Bassendean,WA,6054,,,"170 Railway Parade, Bassendean, WA, 6054",-31.9126212,115.9358199,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011301,,001On00000Jfa9w,Item Supplier,1/03/2025,"72 Somersby Falls Road,",Somersby,NSW,2250,,,"72 Somersby Falls Road, Somersby, NSW, 2250",-33.4015341,151.2744238,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011308,,001On00000OCsbl,Manufacturer,1/03/2025,21 School Drive,Tomago ,NSW,2322,,,"21 School Drive, Tomago, NSW, 2322",-32.830968,151.7289213,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011298,,001On00000OCsbo,Item Supplier,1/03/2025,50 Pitt Street,SYDNEY,NSW,2000,,,"50 Pitt Street, SYDNEY, NSW, 2000",-33.863332,151.2092568,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011300,,001On00000OCsbp,Item Supplier,1/03/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011314,,001On00000OCsc1,Service Provider,1/03/2025,"Level 9, 180 Flinders Street",MELBOURNE,VIC,3000,,,"Level 9, 180 Flinders Street, MELBOURNE, VIC, 3000",,,,failed
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011320,,001On00000OCsc2,Service Provider,1/03/2025,320 Churchill Road,KILBURN,SA,5084,,,"320 Churchill Road, KILBURN, SA, 5084",-34.8565116,138.5828193,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011316,,001On00000OCsc3,Service Provider,1/03/2025,420 Footscray Road,West Melbourne,VIC,3003,,,"420 Footscray Road, West Melbourne, VIC, 3003",-37.8071161,144.9132978,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011319,,001On00000OCsc4,Service Provider,1/03/2025,Saint Georges Terrace,Perth,WA,6000,,,"Saint Georges Terrace, Perth, WA, 6000",-31.9544414,115.8571838,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011312,,001On00000OCscL,Parts Supplier,1/03/2025,143 Mulgul Road,MALAGA,WA,6090,,,"143 Mulgul Road, MALAGA, WA, 6090",-31.8595318,115.9032719,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011317,,001On00000OCscU,Service Provider,1/03/2025,10 Farrin Street,Attadalem,WA,6165,,,"10 Farrin Street, Attadalem, WA, 6165",-32.0268222,115.8047287,photon,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011310,,001On00000OCsd4,Manufacturer,1/03/2025,180 Viking Drive,Wacol,QLD,4076,,,"180 Viking Drive, Wacol, QLD, 4076",-27.599484,152.923463,nominatim,success
,,track adhesives,ITM-009993,Track Adhesion Materials,OC-011313,,001On00000OCsd5,Parts Supplier,1/03/2025,92 Logis Boulevard,Dandenong South,VIC,3175,,,"92 Logis Boulevard, Dandenong South, VIC, 3175",-38.0077833,145.1983697,nominatim,success
Subtotal,Count,32,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000431,,dehumidifier,ITM-009992,Dehumidifier,OC-014283,,0012t000002XWuU,Service Provider,1/06/2025,7 Mint St,Wodonga,VIC,3690,SM-000441,HVAC,"7 Mint St, Wodonga, VIC, 3690",-36.1235733,146.8970813,nominatim,success
,,dehumidifier,ITM-009992,Dehumidifier,OC-014302,,0015K0000044tU7,Service Provider,1/06/2025,92 Archies Creek Road,Archies Creek,VIC,3995,,,"92 Archies Creek Road, Archies Creek, VIC, 3995",-38.548363,145.5636441,nominatim,success
,,dehumidifier,ITM-009992,Dehumidifier,OC-013981,,0015K0000045e1L,Item Supplier,1/06/2025,465 Auburn Road,Hawthorn East,VIC,3123,,,"465 Auburn Road, Hawthorn East, VIC, 3123",-37.8159401,145.0463162,nominatim,success
,,dehumidifier,ITM-009992,Dehumidifier,OC-013982,,0015K0000045izn,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,dehumidifier,ITM-009992,Dehumidifier,OC-014053,,0015K000004DKeU,Service Provider,1/06/2025,76 Heathcote Road,Moorebank,New South Wales,2170,,,"76 Heathcote Road, Moorebank, New South Wales, 2170",-33.941018,150.9418492,nominatim,success
,,dehumidifier,ITM-009992,Dehumidifier,OC-014005,,0015K000004DpOu,Service Provider,1/06/2025,Abbott Road,Hallam,VIC,3803,,,"Abbott Road, Hallam, VIC, 3803",-38.0098256,145.2639429,nominatim,success
,,dehumidifier,ITM-009992,Dehumidifier,OC-014264,,0015K000004P53J,Service Provider,1/06/2025,"Cnr Strickland Rd &, Beischer St",East Bendigo,VIC,3550,,,"Cnr Strickland Rd &, Beischer St, East Bendigo, VIC, 3550",,,,failed
