Detailed Item ID  ↓,,Item Name,Item ID,Detailed Item Name,Organisation Capability,Organisation: Organisation Name,Organisation: Organisation ID,Capability Type,Validation Date,Organisation: Billing Street,Organisation: Billing City,Organisation: Billing State/Province,Organisation: Billing Zip/Postal Code,Sector Mapping ID,Sector Name
,,pipe - copper,ITM-001562,Pipework,OC-015432,,001On000008cBFa,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,pipe - copper,ITM-001562,Pipework,OC-008594,,001On000008gkBf,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,pipe - copper,ITM-001562,Pipework,OC-015361,,001On000008gkBf,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,pipe - copper,ITM-001562,Pipework,OC-008598,,001On000009xZ7x,Manufacturer,1/06/2025,153 Northbourne Road,Campbellfield,VIC,3061,,
,,pipe - copper,ITM-001562,Pipework,OC-015365,,001On000009xZ7x,Manufacturer,1/06/2025,153 Northbourne Road,Campbellfield,VIC,3061,,
,,pipe - copper,ITM-001562,Pipework,OC-015507,,001On00000AlyNy,Service Provider,1/06/2025,23-29 Factory Road,GRANVILLE,NSW,2142,,
,,pipe - copper,ITM-001562,Pipework,OC-008591,,001On00000As7Wf,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,pipe - copper,ITM-001562,Pipework,OC-015358,,001On00000As7Wf,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,pipe - copper,ITM-001562,Pipework,OC-015429,,001On00000BMHa9,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,pipe - copper,ITM-001562,Pipework,OC-015353,,001On00000Bezg0,Item Supplier,1/06/2025,2/52 Fox Dr,Dandenong South,VIC,3175,,
,,pipe - copper,ITM-001562,Pipework,OC-008633,,001On00000Bus7c,Manufacturer,1/06/2025,33-35 Eastern Road,Traralgon,VIC,3844,,
,,pipe - copper,ITM-001562,Pipework,OC-015400,,001On00000Bus7c,Manufacturer,1/06/2025,33-35 Eastern Road,Traralgon,VIC,3844,,
,,pipe - copper,ITM-001562,Pipework,OC-008621,,001On00000CJjQs,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,pipe - copper,ITM-001562,Pipework,OC-015388,,001On00000CJjQs,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,pipe - copper,ITM-001562,Pipework,OC-008592,,001On00000Ces2w,Manufacturer,1/06/2025,C/- AUSTRALASIAN MARITIME GROUP,REDBANK,VIC,3003,,
,,pipe - copper,ITM-001562,Pipework,OC-015359,,001On00000Ces2w,Manufacturer,1/06/2025,C/- AUSTRALASIAN MARITIME GROUP,REDBANK,VIC,3003,,
,,pipe - copper,ITM-001562,Pipework,OC-015405,,001On00000ES4K4,Parts Supplier,1/06/2025,9-11 South Link,Dandenong South,VIC,3175,,
,,pipe - copper,ITM-001562,Pipework,OC-008603,,001On00000FojKi,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,pipe - copper,ITM-001562,Pipework,OC-015370,,001On00000FojKi,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,pipe - copper,ITM-001562,Pipework,OC-015411,,001On00000GZUf8,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,pipe - copper,ITM-001562,Pipework,OC-015408,,001On00000Hn7xs,Service Provider,1/06/2025,106 Fairbank Road,Clayton South,VIC,3169,,
,,pipe - copper,ITM-001562,Pipework,OC-015455,,001On00000Iqv6P,Service Provider,1/06/2025,379-383 Lower Dandenong Road,Dingley Village,VIC ,3172,,
,,pipe - copper,ITM-001562,Pipework,OC-015463,,001On00000Jd64F,Service Provider,1/06/2025,Factory 3/7 Barry Ct, Wangaratta,VIC,3677,,
,,pipe - copper,ITM-001562,Pipework,OC-015420,,001On00000JfSqh,Service Provider,1/06/2025,Level 8 1008 Hay Street,PERTH,WA,6000,,
,,pipe - copper,ITM-001562,Pipework,OC-015350,,001On00000JfSqk,Item Supplier,1/06/2025,"19/591 Withers Road,",Rouse Hill,NSW,2155,,
,,pipe - copper,ITM-001562,Pipework,OC-008604,,001On00000JfSqw,Manufacturer,1/06/2025,"133 Alexander Street,",Crows Nest,NSW,2065,,
,,pipe - copper,ITM-001562,Pipework,OC-015371,,001On00000JfSqw,Manufacturer,1/06/2025,"133 Alexander Street,",Crows Nest,NSW,2065,,
,,pipe - copper,ITM-001562,Pipework,OC-008605,,001On00000JfSr5,Manufacturer,1/06/2025,119 Kelvin Road,MADDINGTON,WA,6109,,
,,pipe - copper,ITM-001562,Pipework,OC-015372,,001On00000JfSr5,Manufacturer,1/06/2025,119 Kelvin Road,MADDINGTON,WA,6109,,
,,pipe - copper,ITM-001562,Pipework,OC-008597,,001On00000JfSrF,Manufacturer,1/06/2025,10-14  Shipwright Road,Largs North,SA,5016,,
,,pipe - copper,ITM-001562,Pipework,OC-015364,,001On00000JfSrF,Manufacturer,1/06/2025,10-14  Shipwright Road,Largs North,SA,5016,,
,,pipe - copper,ITM-001562,Pipework,OC-008630,,001On00000JfSrX,Manufacturer,1/06/2025,"Unit level 11, 263 Adelaide Terrace",Perth,WA,6000,,
,,pipe - copper,ITM-001562,Pipework,OC-015397,,001On00000JfSrX,Manufacturer,1/06/2025,"Unit level 11, 263 Adelaide Terrace",Perth,WA,6000,,
,,pipe - copper,ITM-001562,Pipework,OC-015409,,001On00000JfZkp,Service Provider,1/06/2025,32 Ebden St,Ballarat East,VIC,3350,,
,,pipe - copper,ITM-001562,Pipework,OC-008635,,001On00000JfZkr,Manufacturer,1/06/2025,"15-17 Bearing Avenue,",Warana,QLD,4575,,
,,pipe - copper,ITM-001562,Pipework,OC-015402,,001On00000JfZkr,Manufacturer,1/06/2025,"15-17 Bearing Avenue,",Warana,QLD,4575,,
,,pipe - copper,ITM-001562,Pipework,OC-008628,,001On00000JfZp8,Manufacturer,1/06/2025,8/8 Victoria Ave,Castle Hill,NSW,2154,,
,,pipe - copper,ITM-001562,Pipework,OC-015395,,001On00000JfZp8,Manufacturer,1/06/2025,8/8 Victoria Ave,Castle Hill,NSW,2154,,
,,pipe - copper,ITM-001562,Pipework,OC-008623,,001On00000JfZq8,Manufacturer,1/06/2025,120 Wisemans Ferry Road,SOMERSBY,NSW,2250,,
,,pipe - copper,ITM-001562,Pipework,OC-015390,,001On00000JfZq8,Manufacturer,1/06/2025,120 Wisemans Ferry Road,SOMERSBY,NSW,2250,,
,,pipe - copper,ITM-001562,Pipework,OC-008595,,001On00000JfZqC,Manufacturer,1/06/2025,12-16 Catalano Road,CANNING VALE,WA,6163,,
,,pipe - copper,ITM-001562,Pipework,OC-015362,,001On00000JfZqC,Manufacturer,1/06/2025,12-16 Catalano Road,CANNING VALE,WA,6163,,
,,pipe - copper,ITM-001562,Pipework,OC-015423,,001On00000JfZqY,Service Provider,1/06/2025,16 Homevale Dr,Botanic Ridge,VIC ,3977,,
,,pipe - copper,ITM-001562,Pipework,OC-015424,,001On00000JfZqe,Service Provider,1/06/2025,"15 -19 Grey Gum Road,",Taree,NSW,2430,,
,,pipe - copper,ITM-001562,Pipework,OC-015426,,001On00000JfZqj,Service Provider,1/06/2025,Whittlesea Kinglake Road,Kinglake West,VIC ,3757,,
,,pipe - copper,ITM-001562,Pipework,OC-015427,,001On00000JfZqt,Service Provider,1/06/2025,"28 Cerina Circuit,",Jimboomba,QLD,4280,,
,,pipe - copper,ITM-001562,Pipework,OC-015431,,001On00000JfZrM,Service Provider,1/06/2025,37-53 Whiteside Rd,Clayton South,VIC,3169,,
,,pipe - copper,ITM-001562,Pipework,OC-015505,,001On00000JfZvR,Service Provider,1/06/2025,12 Langslow St.,Castlemaine,VIC,3450,,
,,pipe - copper,ITM-001562,Pipework,OC-008634,,001On00000JfZwA,Manufacturer,1/06/2025,38-40 Wingfield Road,Wingfield,SA,5013,,
,,pipe - copper,ITM-001562,Pipework,OC-015401,,001On00000JfZwA,Manufacturer,1/06/2025,38-40 Wingfield Road,Wingfield,SA,5013,,
,,pipe - copper,ITM-001562,Pipework,OC-015344,,001On00000JfZx2,Item Supplier,1/06/2025,61-67 Taras Avenue,Altona North,VIC ,3025,,
,,pipe - copper,ITM-001562,Pipework,OC-015443,,001On00000JfZxl,Service Provider,1/06/2025,1/11 Pilgrim Court,Ringwood,VIC,3134,,
,,pipe - copper,ITM-001562,Pipework,OC-015444,,001On00000JfZxp,Service Provider,1/06/2025,"82 Eagle Street,",Brisbane,QLD,4000,,
,,pipe - copper,ITM-001562,Pipework,OC-015446,,001On00000JfZxz,Service Provider,1/06/2025,Earlwood Dr,Wheelers Hill,VIC,3150,,
,,pipe - copper,ITM-001562,Pipework,OC-015447,,001On00000Jfa1H,Service Provider,1/06/2025,16 Hooper Rd,Wonga Park,VIC ,3115,,
,,pipe - copper,ITM-001562,Pipework,OC-015451,,001On00000Jfa3G,Service Provider,1/06/2025,4 Bowsprit Way,Kilcunda,VIC ,3995,,
,,pipe - copper,ITM-001562,Pipework,OC-015452,,001On00000Jfa3I,Service Provider,1/06/2025,65 Canterbury Road,Montrose,VIC ,3765,,
,,pipe - copper,ITM-001562,Pipework,OC-015453,,001On00000Jfa3J,Service Provider,1/06/2025,57-59 HENDERSON ROAD,Clayton North,VIC,3168,,
,,pipe - copper,ITM-001562,Pipework,OC-015454,,001On00000Jfa3W,Service Provider,1/06/2025,"Level 26, 44 Market Street",Sydney,NSW,2000,,
,,pipe - copper,ITM-001562,Pipework,OC-015456,,001On00000Jfa3h,Service Provider,1/06/2025,"27/ 10 Anderson Street,",Banksmeadow,NSW,2019,,
,,pipe - copper,ITM-001562,Pipework,OC-015457,,001On00000Jfa40,Service Provider,1/06/2025,Moorabool St,Geelong,VIC,3220,,
,,pipe - copper,ITM-001562,Pipework,OC-015458,,001On00000Jfa4K,Service Provider,1/06/2025,7 Suffolk Road,Dandenong North,VIC ,3175,,
,,pipe - copper,ITM-001562,Pipework,OC-015352,,001On00000Jfa91,Item Supplier,1/06/2025,24 Harcourt Road,Altona,VIC,3018,,
,,pipe - copper,ITM-001562,Pipework,OC-015514,,001On00000JfaAD,Wholesaler,1/06/2025,Unit 10/21-23 Capella Cres,Moorabbin,VIC,3189,,
,,pipe - copper,ITM-001562,Pipework,OC-008590,,001On00000JfaAQ,Manufacturer,1/06/2025,12 Sabre Crescent,JANDAKOT,WA,6164,,
,,pipe - copper,ITM-001562,Pipework,OC-015357,,001On00000JfaAQ,Manufacturer,1/06/2025,12 Sabre Crescent,JANDAKOT,WA,6164,,
,,pipe - copper,ITM-001562,Pipework,OC-015337,,001On00000JfaE0,Assembler,1/06/2025,50 Gheringhap St,Geelong,VIC,3220,,
,,pipe - copper,ITM-001562,Pipework,OC-015465,,001On00000JfaEh,Service Provider,1/06/2025,"20 Burlington Street,",Oakleigh,VIC,3166,,
,,pipe - copper,ITM-001562,Pipework,OC-015467,,001On00000JfaFM,Service Provider,1/06/2025,"14 Sigma Drive,",Croydon South,VIC,3136,,
,,pipe - copper,ITM-001562,Pipework,OC-008589,,001On00000JfaFP,Manufacturer,1/06/2025,"2-6 Huntsmore Road,",Minto,NSW,2567,,
,,pipe - copper,ITM-001562,Pipework,OC-015356,,001On00000JfaFP,Manufacturer,1/06/2025,"2-6 Huntsmore Road,",Minto,NSW,2567,,
,,pipe - copper,ITM-001562,Pipework,OC-015469,,001On00000JfaFc,Service Provider,1/06/2025,"379 Somerville Road,",West Footscray,VIC,3012,,
,,pipe - copper,ITM-001562,Pipework,OC-015470,,001On00000JfaFh,Service Provider,1/06/2025,"Unit 5, 333 Canterbury Road,",Canterbury,VIC,3126,,
,,pipe - copper,ITM-001562,Pipework,OC-015472,,001On00000JfaGM,Service Provider,1/06/2025,"90-92 Boundary Road,",Sunshine West,0,3020,,
,,pipe - copper,ITM-001562,Pipework,OC-015475,,001On00000JfaGk,Service Provider,1/06/2025,"4 Huntsmore Road, ",Minto,NSW,2566,,
,,pipe - copper,ITM-001562,Pipework,OC-015338,,001On00000JfaKS,Item Supplier,1/06/2025,"1, 46 Mullingar Way",LANDSDALE,WA,6065,,
,,pipe - copper,ITM-001562,Pipework,OC-008613,,001On00000JfaKi,Manufacturer,1/06/2025,"516 Nurigong Street,",South Albury,NSW,2640,,
,,pipe - copper,ITM-001562,Pipework,OC-015380,,001On00000JfaKi,Manufacturer,1/06/2025,"516 Nurigong Street,",South Albury,NSW,2640,,
,,pipe - copper,ITM-001562,Pipework,OC-015481,,001On00000JfaNQ,Service Provider,1/06/2025,"Bayside Industrial Coating, 5 Cashmore Rd",Portland,VIC ,3305,,
,,pipe - copper,ITM-001562,Pipework,OC-015483,,001On00000JfaNc,Service Provider,1/06/2025,"115 Beaconsfield Street,",Silverwater,NSW,2141,,
,,pipe - copper,ITM-001562,Pipework,OC-015486,,001On00000JfaOd,Service Provider,1/06/2025,"35 Redfern Drive,",Pambula,NSW,2549,,
,,pipe - copper,ITM-001562,Pipework,OC-015485,,001On00000JfaOd,Service Provider,1/06/2025,"35 Redfern Drive,",Pambula,NSW,2549,,
,,pipe - copper,ITM-001562,Pipework,OC-008632,,001On00000JfaOe,Manufacturer,1/06/2025,23 Bormar Drive,Pakenham,VIC,3810,,
,,pipe - copper,ITM-001562,Pipework,OC-015399,,001On00000JfaOe,Manufacturer,1/06/2025,23 Bormar Drive,Pakenham,VIC,3810,,
,,pipe - copper,ITM-001562,Pipework,OC-015482,,001On00000JfaOs,Service Provider,1/06/2025,"42 Punari Street,",Currajong,QLD,4812,,
,,pipe - copper,ITM-001562,Pipework,OC-015509,,001On00000JfaS7,Service Provider,1/06/2025,88 Sutton St,NORTH MELBOURNE,VIC,3051,,
,,pipe - copper,ITM-001562,Pipework,OC-015488,,001On00000JfaT5,Service Provider,1/06/2025,8 Millard St,Templestowe Lower,VIC,3107,,
,,pipe - copper,ITM-001562,Pipework,OC-015489,,001On00000JfaTj,Service Provider,1/06/2025,U 4 3-11 COOLSTORE RD,Croydon,VIC,3136,,
,,pipe - copper,ITM-001562,Pipework,OC-015490,,001On00000JfaTv,Service Provider,1/06/2025,9 Bianca Dr,Aspendale Gardens,VIC ,3195,,
,,pipe - copper,ITM-001562,Pipework,OC-015492,,001On00000JfaU1,Service Provider,1/06/2025,Unit 3 13a Elite Way,Carrum Downs,VIC ,3201,,
,,pipe - copper,ITM-001562,Pipework,OC-015494,,001On00000JfaUT,Service Provider,1/06/2025,Factory 1/84 Hallam South Road,Hallam,VIC,3803,,
,,pipe - copper,ITM-001562,Pipework,OC-015406,,001On00000JfaVB,Parts Supplier,1/06/2025,88 Oakes Road,Griffith,NSW,2680,,
,,pipe - copper,ITM-001562,Pipework,OC-015495,,001On00000JfaYa,Service Provider,1/06/2025,516 High Street,Preston,VIC,3072,,
,,pipe - copper,ITM-001562,Pipework,OC-015496,,001On00000JfaYs,Service Provider,1/06/2025,0,Bonbeach,VIC ,3196,,
,,pipe - copper,ITM-001562,Pipework,OC-015498,,001On00000JfaZU,Service Provider,1/06/2025,Factory 1/5 Olive Gr,Keysborough,VIC,3173,,
,,pipe - copper,ITM-001562,Pipework,OC-015500,,001On00000JfaZs,Service Provider,1/06/2025,"Level 2, Mechincal Engineering Building J07,",Camperdown,NSW,2006,,
,,pipe - copper,ITM-001562,Pipework,OC-015349,,001On00000JfaZw,Item Supplier,1/06/2025,Unit 2 / 27 Binney Road,Kings Park,NSW,2148,,
,,pipe - copper,ITM-001562,Pipework,OC-008602,,001On00000JfaaS,Manufacturer,1/06/2025,117 Inspiration Drive,Wangara,WA,6065,,
,,pipe - copper,ITM-001562,Pipework,OC-015369,,001On00000JfaaS,Manufacturer,1/06/2025,117 Inspiration Drive,Wangara,WA,6065,,
,,pipe - copper,ITM-001562,Pipework,OC-008616,,001On00000Jfaew,Manufacturer,1/06/2025,"10 Access Avenue,",Yatala,QLD,4207,,
,,pipe - copper,ITM-001562,Pipework,OC-015383,,001On00000Jfaew,Manufacturer,1/06/2025,"10 Access Avenue,",Yatala,QLD,4207,,
,,pipe - copper,ITM-001562,Pipework,OC-015385,,001On00000OCsdr,Manufacturer,1/06/2025,6/5 Vuko Place,WARRIEWOOD,NSW,2102,,
,,pipe - copper,ITM-001562,Pipework,OC-015417,,001On00000OCsiN,Service Provider,1/06/2025,88 Hanson Road,Gladstone Central,QLD,4680,,
,,pipe - copper,ITM-001562,Pipework,OC-015345,,001On00000OCsiP,Item Supplier,1/06/2025,"Unit 7, 31 Jessop Crescent",BERRIMAH,NT,828,,
,,pipe - copper,ITM-001562,Pipework,OC-015387,,001On00000OCsiS,Manufacturer,1/06/2025,35 - 37 Maxwell Road,POORAKA,SA,5095,,
,,pipe - copper,ITM-001562,Pipework,OC-015415,,001On00000OCsiU,Service Provider,1/06/2025,"Unit 18, 26 Park Road",Mulgrave,NSW,2756,,
,,pipe - copper,ITM-001562,Pipework,OC-015433,,001On00000OCsiY,Service Provider,1/06/2025,1/993 South Pine Road,Everton Hills,QLD,4053,,
,,pipe - copper,ITM-001562,Pipework,OC-015434,,001On00000OCsiZ,Service Provider,1/06/2025,1 Rowe St,Freshwater ,NSW,2096,,
,,pipe - copper,ITM-001562,Pipework,OC-015435,,001On00000OCsia,Service Provider,1/06/2025,12 Gravel Pit Road,DARRA,QLD,4076,,
,,pipe - copper,ITM-001562,Pipework,OC-015436,,001On00000OCsib,Service Provider,1/06/2025,"Factory 31/ 31-39 Norcal Road,",Nunawading,VIC,3131,,
,,pipe - copper,ITM-001562,Pipework,OC-015437,,001On00000OCsic,Service Provider,1/06/2025,1 Wicket Rd,Clyde,VIC ,3978,,
,,pipe - copper,ITM-001562,Pipework,OC-015439,,001On00000OCsie,Service Provider,1/06/2025,"7 Dulwich Street,",Loganholme,QLD,4129,,
,,pipe - copper,ITM-001562,Pipework,OC-015506,,001On00000OCsif,Service Provider,1/06/2025,The Crescent,Mildura,VIC,3500,,
,,pipe - copper,ITM-001562,Pipework,OC-015440,,001On00000OCsig,Service Provider,1/06/2025,"Unit 18, 40 Ricketts Rd",MOUNT WAVERLEY,VIC,3149,,
,,pipe - copper,ITM-001562,Pipework,OC-015441,,001On00000OCsih,Service Provider,1/06/2025,"Unit  19a, 75 Lorimer Street",DOCKLANDS,VIC,3008,,
,,pipe - copper,ITM-001562,Pipework,OC-015442,,001On00000OCsii,Service Provider,1/06/2025,62 ASHFORD AVE,MILPERRA,nsw,2214,,
,,pipe - copper,ITM-001562,Pipework,OC-015448,,001On00000OCsij,Service Provider,1/06/2025,WAREHOUSE 2 1 Capital Place,Carrum Downs,VIC,3201,,
,,pipe - copper,ITM-001562,Pipework,OC-015450,,001On00000OCsik,Service Provider,1/06/2025,158 Coonawarra Road,WINNELLIE,NT,821,,
,,pipe - copper,ITM-001562,Pipework,OC-015460,,001On00000OCsil,Service Provider,1/06/2025,6 Parkland Road,Osborne Park ,WA,6017,,
,,pipe - copper,ITM-001562,Pipework,OC-015461,,001On00000OCsim,Service Provider,1/06/2025,"Unit 5, 7 Fannie Bay Place",Fannie Bay,NT,820,,
,,pipe - copper,ITM-001562,Pipework,OC-015464,,001On00000OCsin,Service Provider,1/06/2025,88 Hanson Road,Gladstone Central,QLD,4680,,
,,pipe - copper,ITM-001562,Pipework,OC-015419,,001On00000OCsip,Service Provider,1/06/2025,"Unit 7, 31 Jessop Crescent",BERRIMAH,NT,828,,
,,pipe - copper,ITM-001562,Pipework,OC-015466,,001On00000OCsir,Service Provider,1/06/2025,12 Woodlands Avenue,Sassfras,VIC,3787,,
,,pipe - copper,ITM-001562,Pipework,OC-015471,,001On00000OCsis,Service Provider,1/06/2025,35 - 37 Maxwell Road,POORAKA,SA,5095,,
,,pipe - copper,ITM-001562,Pipework,OC-015473,,001On00000OCsit,Service Provider,1/06/2025,24-26 Rendle Street,AITKENVALE,QLD,4814,,
,,pipe - copper,ITM-001562,Pipework,OC-015474,,001On00000OCsiu,Service Provider,1/06/2025,"Unit 18, 26 Park Road",Mulgrave,NSW,2756,,
,,pipe - copper,ITM-001562,Pipework,OC-015478,,001On00000OCsiv,Service Provider,1/06/2025,82 Warren Road,Narromine,NSW,2821,,
,,pipe - copper,ITM-001562,Pipework,OC-015480,,001On00000OCsix,Service Provider,1/06/2025,5 Railway Ave,Bright,VIC ,3741,,
,,pipe - copper,ITM-001562,Pipework,OC-015491,,001On00000OCsj3,Service Provider,1/06/2025,1585 Dandenong Hastings Rd,Langwarrin,VIC,3910,,
,,pipe - copper,ITM-001562,Pipework,OC-015430,,001On00000OCsj4,Service Provider,1/06/2025,13 Lee Ann Crescent,Croydon,VIC,3136,,
,,pipe - copper,ITM-001562,Pipework,OC-015497,,001On00000OCsj6,Service Provider,1/06/2025,31 Optic Way, Carrum Downs ,VIC ,3201,,
,,pipe - copper,ITM-001562,Pipework,OC-015499,,001On00000OCsj7,Service Provider,1/06/2025,3 Perkin Court,Dandenong,VIC ,3175,,
,,pipe - copper,ITM-001562,Pipework,OC-015502,,001On00000OCsj8,Service Provider,1/06/2025,M27/2 Cowpasture Pl,Wetherill Park,NSW,2164,,
,,pipe - copper,ITM-001562,Pipework,OC-015389,,001On00000OCsj9,Manufacturer,1/06/2025,8-10 Bray Avenue,TORRENSVILLE,SA,5031,,
,,pipe - copper,ITM-001562,Pipework,OC-015414,,001On00000OCsjA,Service Provider,1/06/2025,15/9 Mirra Crt,Bundoora,VIC,3083,,
,,pipe - copper,ITM-001562,Pipework,OC-015504,,001On00000OCsjB,Service Provider,1/06/2025,21/1488 Ferntree Gully Rd,Knoxfield,VIC,3180,,
,,pipe - copper,ITM-001562,Pipework,OC-015347,,001On00000OCsjF,Item Supplier,1/06/2025,62 Industrial Drive,North Boambee Valley,NSW,2450,,
,,pipe - copper,ITM-001562,Pipework,OC-015386,,001On00000OCsjO,Manufacturer,1/06/2025,12 McKechnie Drive,Eight Mile Plains,QLD,4113,,
,,pipe - copper,ITM-001562,Pipework,OC-015396,,001On00000OCsjU,Manufacturer,1/06/2025,15 Anictomatis Road,BERRIMAH,NT,828,,
,,pipe - copper,ITM-001562,Pipework,OC-015382,,001On00000OCsjY,Manufacturer,1/06/2025,420 Bilsen Road,GEEBUNG,QLD,4034,,
,,pipe - copper,ITM-001562,Pipework,OC-015393,,001On00000OCsjb,Manufacturer,1/06/2025,21/1488 Ferntree Gully Rd,Knoxfield,VIC,3180,,
,,pipe - copper,ITM-001562,Pipework,OC-015410,,001On00000OCsjd,Service Provider,1/06/2025,"Unit 2, 67 Export Drive",East Arm,NT,822,,
,,pipe - copper,ITM-001562,Pipework,OC-015413,,001On00000OCsje,Service Provider,1/06/2025,11 Cousin Street,Winnellie,NT,820,,
,,pipe - copper,ITM-001562,Pipework,OC-015412,,001On00000OCsjf,Service Provider,1/06/2025,62 Industrial Drive,North Boambee Valley,NSW,2450,,
,,pipe - copper,ITM-001562,Pipework,OC-015510,,001On00000OCsjg,Service Provider,1/06/2025,2 Arctic Court,KEYSBOROUGH,VIC,3173,,
,,pipe - copper,ITM-001562,Pipework,OC-015391,,001On00000OCsjj,Manufacturer,1/06/2025,19 Simpson Street,Moorabbin East,VIC,3093,,
,,pipe - copper,ITM-001562,Pipework,OC-015367,,001On00000OCsk1,Manufacturer,1/06/2025,183 Jackson Road,BRISBANE,QLD,4109,,
,,pipe - copper,ITM-001562,Pipework,OC-015368,,001On00000OCsk2,Manufacturer,1/06/2025,95 HAYWARD AVENUE,TORRENSVILLE,SA,5031,,
,,pipe - copper,ITM-001562,Pipework,OC-015374,,001On00000OCskA,Manufacturer,1/06/2025,Unit 2 3,Berrimah,NT,828,,
,,pipe - copper,ITM-001562,Pipework,OC-015373,,001On00000OCskA,Manufacturer,1/06/2025,Unit 2 3,Berrimah,NT,828,,
Subtotal,Count,216,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000477,,electrical - motor,ITM-004293,Motor,OC-015310,,0012t000002XWuU,Service Provider,1/06/2025,7 Mint St,Wodonga,VIC,3690,SM-000447,HVAC
,,electrical - motor,ITM-004293,Motor,OC-015327,,0015K0000044tU7,Service Provider,1/06/2025,92 Archies Creek Road,Archies Creek,VIC,3995,,
,,electrical - motor,ITM-004293,Motor,OC-015183,,0015K0000045izn,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015285,,0015K000004DKeU,Service Provider,1/06/2025,76 Heathcote Road,Moorebank,New South Wales,2170,,
,,electrical - motor,ITM-004293,Motor,OC-015245,,0015K000004DpOu,Service Provider,1/06/2025,Abbott Road,Hallam,VIC,3803,,
,,electrical - motor,ITM-004293,Motor,OC-015291,,0015K000004P53J,Service Provider,1/06/2025,"Cnr Strickland Rd &, Beischer St",East Bendigo,VIC,3550,,
,,electrical - motor,ITM-004293,Motor,OC-015335,,0015K000004Ry3H,Wholesaler,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015299,,0015K000004SS0b,Service Provider,1/06/2025,14 Trade Place,Vermont,VIC,3133,,
,,electrical - motor,ITM-004293,Motor,OC-015241,,0015K000004cgLM,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015239,,0015K000004frvl,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015185,,0015K000004gFg5,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015251,,0019s000002QxIK,Service Provider,1/06/2025,Factory 1 210-218 Boundary Road,Braeside,VIC,3195,,
,,electrical - motor,ITM-004293,Motor,OC-015307,,0019s00000417qv,Service Provider,1/06/2025,32 Fiveways Blvd,Keysborough,VIC,3173,,
,,electrical - motor,ITM-004293,Motor,OC-015317,,0019s000004PmkJ,Service Provider,1/06/2025,"Unit 9, 25 Conquest Way",Hallam,VIC,3803,,
,,electrical - motor,ITM-004293,Motor,OC-008531,,0019s000005CIgA,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015222,,0019s000005CIgA,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015300,,0019s000005CKSR,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-008536,,0019s000005Cl7e,Manufacturer,1/06/2025,Bapaume Road,MooreBank,NSW,2170,,
,,electrical - motor,ITM-004293,Motor,OC-015227,,0019s000005Cl7e,Manufacturer,1/06/2025,Bapaume Road,MooreBank,NSW,2170,,
,,electrical - motor,ITM-004293,Motor,OC-015193,,0019s000005J1AW,Item Supplier,1/06/2025,6-10 Souffi Place,DANDENONG SOUTH,VIC,3175,,
,,electrical - motor,ITM-004293,Motor,OC-015272,,0019s000005wCep,Service Provider,1/06/2025,1 Chifley Drive,Moorabbin Airport,VIC ,3194,,
,,electrical - motor,ITM-004293,Motor,OC-015248,,0019s0000061Rmf,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015311,,0019s000006mDhp,Service Provider,1/06/2025,108 Pruen Road,BERRIMAH,NT,828,,
,,electrical - motor,ITM-004293,Motor,OC-015184,,0019s000006zuVO,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015302,,0019s000007Bsct,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015268,,0019s000007DhvU,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
